РПД,Полный индекс дисциплины,Дисциплина,Направленность,Квалификация,Форма обучения,Год набора,Семестр,Реализуется после,Competence_TFIDF,Training_Outcomes_TFIDF,Topics_TFIDF
РПД_000096802.docx,Б1.О.15 «Прогнозирование и планирование»,«Прогнозирование и планирование»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2022,5,[],0.5474171021596566,0.5953217834629484,0.5029614604843932
РПД_000076678.docx,ФТД.02 «Этно-религиозные традиции народов России: история и современные процессы»,«Этно-религиозные традиции народов России: история и современные процессы»,«Эффективное государственное управление»,бакалавр,очно-заочная,2022,1,[],0.35115620516452106,0.3165826626830157,0.6393587525231418
РПД_000108204.docx,Б1.О.22 «Муниципальное право»,«Муниципальное право»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2023,4,[],0.37857577713634954,0.3188451752719148,0.4330555445937632
РПД_000076394.docx,Б1.В.ДВ.09.02 «Критерии оценки эффективности деятельности государственных и муниципальных служащих»,«Критерии оценки эффективности деятельности государственных и муниципальных служащих»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2022,5,[],0.3200119369774922,0.42193987914731934,0.47689995034307214
РПД_000096814.docx,Б1.О.12 «Введение в профессиональную деятельность (Основы профессиональной деятельности)»,«Введение в профессиональную деятельность (Основы профессиональной деятельности)»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2022,1,[],0.46306267736215134,0.6097093270652825,0.5440991051553191
РПД_000091383.docx,Б1.В.21.ДВ.05.0 «Общественные связи на государственной и муниципальной службе»,«Общественные связи на государственной и муниципальной службе»,«Государственная и муниципальная служба»,бакалавр,очная,2022,8,[],0.3647381669106002,0.37742139561844834,0.558839204963513
РПД_000106975.docx,Б1.В.ДВ.03.01 «Управление проектами»,«Управление проектами»,«Управление экосистемами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,8,[],0.4499602694085863,0.4091905212649772,0.3477763586890612
РПД_000077050.docx,Б1.В.17.ДВ.03.0 «Управление рисками»,«Управление рисками»,«Эффективное государственное управление»,бакалавр,очно-заочная,2022,5,[],0.5173158984344369,0.34740271527090505,0.40007635560486804
РПД_000110548.docx,ФТД.ДВ.01.02 «Образовательные технологии»,«Образовательные технологии»,«Политика и право (российско-испанская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,1,[],0.3446657611217678,0.42272667335656877,0.38136856955771287
РПД_000096766.docx,Б1.В.ДВ.06.02 «Взаимодействие органов власти с НКО»,«Взаимодействие органов власти с НКО»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2023,8,[],0.3230805974354549,0.5671404436742052,0.45003779233828556
РПД_000101015.docx,К.М.01.02 «Основы российской государственности»,«Основы российской государственности»,«Государственное управление устойчивым развитием»,бакалавр,очная,2023,1,[],0.36033154754397556,0.3387942368199598,0.40720509684917877
РПД_000088328.docx,Б1.В.21.ДВ.06.0 «Электронный документооборот в кадровой работе государственного органа»,«Электронный документооборот в кадровой работе государственного органа»,«Государственная и муниципальная служба»,бакалавр,очная,2022,5,[],0.49303916897397226,0.6806043015185455,0.5110370009560423
РПД_000076407.docx,Б1.В.ДВ.02.02 «Муниципальное управление и местное самоуправление»,«Муниципальное управление и местное самоуправление»,«Эффективное государственное управление»,бакалавр,очно-заочная,2022,7,[],0.26413728942603454,0.38802919728252333,0.4926166331997668
РПД_000109889.docx,К.М.01.02 «Физическая культура и спорт»,«Физическая культура и спорт»,«Эффективное государственное управление»,бакалавр,очно-заочная,2023,"1, 2",[],0.3099274436370235,0.6279857152634766,0.3459497253111778
РПД_000072021.docx,К.М.10.01 «Планирование и прогнозирование социально-экономического развития»,«Планирование и прогнозирование социально-экономического развития»,«Государственное управление устойчивым развитием»,бакалавр,очная,2021,5,[],0.42508213139440143,0.41566623576856343,0.43576547787499387
РПД_000095318.docx,Б1.В.16.05 «Кросскультурный менеджмент»,«Кросскультурный менеджмент»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2023,7,['Переговорный процесс'],0.4653971923117833,0.6267831051231486,0.7206081297863535
РПД_000109725.docx,Б1.В.14 «Служебное право»,«Служебное право»,«Эффективное государственное управление»,бакалавр,очно-заочная,2023,8,[],0.5530720371236484,0.44783811552149067,0.5662693017210011
РПД_000079237.docx,Б1.О.18 «Управление человеческими ресурсами»,«Управление человеческими ресурсами»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2022,8,[],0.5199250637970856,0.5567815171071182,0.4923629209393747
РПД_000071382.docx,К.М.05.01 «Иностранный язык (английский)»,«Иностранный язык (английский)»,«Государственное управление устойчивым развитием»,бакалавр,очная,2021,"3, 4, 1, 2",[],0.4090675120257955,0.8306347389633177,0.5103343672159888
РПД_000109082.docx,Б1.О.03 «Психология»,«Психология»,«Внутренняя политика и лидерство»,бакалавр,очная,2022,4,[],0.5642480887386508,0.5732602876542497,0.32687429475832963
РПД_000079311.docx,ФТД.02 «Этно-религиозные традиции народов России: история и современные процессы»,«Этно-религиозные традиции народов России: история и современные процессы»,«Внутренняя политика и лидерство»,бакалавр,очная,2022,2,['Организация добровольческой (волонтерской) деятельности и взаимодействие с социально ориентированными НКО'],0.41363329541341676,0.5077537890462498,0.5622322857694727
РПД_000077327.docx,К.М.11.ДВ.04.02 «Мировой опыт управления отходами»,«Мировой опыт управления отходами»,«Государственное управление устойчивым развитием»,бакалавр,очная,2023,8,[],0.415924939551422,0.5359031792897235,0.39294010642468535
РПД_000088117.docx,Б1.В.20.ДВ.01.0 «Оплата труда государственных и муниципальных служащих»,«Оплата труда государственных и муниципальных служащих»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2022,8,[],0.30650854635810454,0.483630857024247,0.3809449834541714
РПД_000096778.docx,ФТД.07 «Основы теории экономической безопасности»,«Основы теории экономической безопасности»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2023,2,"['Цифровое общество и управление цифровой репутацией', 'Цифровое общество, введение в искусственный интеллект и разговорные боты', 'Экономическая теория']",0.3808824342137801,0.6098116389274627,0.3987449512076993
РПД_000093013.docx,Б1.В.ДВ.03.02 «Технологии переговорного процесса»,«Технологии переговорного процесса»,«Эффективное государственное управление»,бакалавр,очная,2023,7,[],0.2894464960796038,0.4012239136013939,0.41657023452329317
РПД_000077012.docx,Б1.В.16.ДВ.01.0 «Государственные и муниципальные закупки»,«Государственные и муниципальные закупки»,«Эффективное государственное управление»,бакалавр,очная,2022,6,[],0.25518830275578736,0.4389562649331943,0.634137910813112
РПД_000087073.docx,Б1.В.ДВ.03.01 «Государственные и муниципальные закупки»,«Государственные и муниципальные закупки»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2023,7,[],0.5172773016175362,0.5704487831376084,0.634137910813112
РПД_000109741.docx,ФТД.ДВ.01.02 «Социальная интеграция и трудовое самоопределение лиц с ограниченными возможностями здоровья»,«Социальная интеграция и трудовое самоопределение лиц с ограниченными возможностями здоровья»,«Эффективное государственное управление»,бакалавр,очно-заочная,2023,1,[],0.5377657512166563,0.4210264161944591,0.48515202270317437
РПД_000088064.docx,Б1.О.03 «Психология»,«Психология»,«Цифровое государство»,бакалавр,очная,2022,4,[],0.5642480887386508,0.549019556983267,0.37262650258358493
РПД_000082483.docx,Б1.В.07.01 «Избирательное право»,«Избирательное право»,«Политика и право (российско-французская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,7,[],0.6264052220168995,0.7565374328296094,0.6151216165370884
РПД_000108488.docx,Б1.О.23 «Муниципальное право»,«Муниципальное право»,«Эффективное государственное управление»,бакалавр,очно-заочная,2023,4,[],0.37857577713634954,0.3188451752719148,0.4330555445937632
РПД_000095389.docx,Б1.В.10 «Финансы»,«Финансы»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2023,4,['Экономическая теория'],0.4720050849014598,0.7539060971780679,0.37883970400445055
РПД_000094708.docx,Б1.О.02 «Философия»,«Философия»,«Управление экосистемами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,2,[],0.44191038792656656,0.6506674971801942,0.5987383174720128
РПД_000086449.docx,Б1.В.10.01 «Избирательное право»,«Избирательное право»,«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2023,7,[],0.6264052220168995,0.5805264246262359,0.6151216165370884
РПД_000107154.docx,Б1.В.15.01 «Психология управления»,«Психология управления»,«Общественные связи и медиакоммуникации в государственном и муниципальном управлении»,бакалавр,очная,2023,5,['Теория и практика рекламы и связей с общественностью'],0.27728228421874773,0.3774357897794008,0.604280421175216
РПД_000076998.docx,Б1.В.21.01 «Стратегическое управление (Business Strategy)»,«Стратегическое управление (Business Strategy)»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,7,[],0.5172773016175362,0.6806818094601245,0.5022200444073469
РПД_000084173.docx,Б1.В.ДВ.11.02 «Управление государственными и муниципальными финансами»,«Управление государственными и муниципальными финансами»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2023,6,"['Микроэкономика', 'Макроэкономика', 'Цифровое общество и управление цифровой репутацией', 'Цифровое общество, введение в искусственный интеллект и разговорные боты', 'Методы оптимизации']",0.5447969967384898,0.527693247951669,0.6185278932509067
РПД_000109115.docx,ФТД.03 «Организация добровольческой (волонтерской) деятельности и взаимодействие с социально ориентированными НКО»,«Организация добровольческой (волонтерской) деятельности и взаимодействие с социально ориентированными НКО»,«Внутренняя политика и лидерство»,бакалавр,очная,2022,1,['Иностранный язык'],0.41363329541341676,0.42344870430271253,0.4125506667709817
РПД_000110527.docx,Б1.О.23 «Муниципальное право»,«Муниципальное право»,«Политика и право (российско-испанская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,4,[],0.37857577713634954,0.3188451752719148,0.4363608834713542
РПД_000076467.docx,Б1.В.11 «Правоведение»,«Правоведение»,«Эффективное государственное управление»,бакалавр,очно-заочная,2022,3,[],0.39448979831646047,0.39308635540090986,0.40770523061792197
РПД_000057546.docx,К.М.10.ДВ.04.02 «Миграционная политика»,«Миграционная политика»,«Государственное управление устойчивым развитием»,бакалавр,очная,2022,5,[],0.3666736317774585,0.4817543779351375,0.3027703468338175
РПД_000076562.docx,Б1.О.22 «Теория государства и права»,«Теория государства и права»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2022,1,[],0.49325455226234427,0.649858434679794,0.6100998578200065
РПД_000095280.docx,Б1.О.05 «Социология»,«Социология»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2023,3,"['Высшая математика', 'Информационные технологии в управлении']",0.3514282475156868,0.5564342178134053,0.5335812833506484
РПД_000106653.docx,Б1.В.18.ДВ.06.0 «Аудит и контроллинг кадрового состава государственного и муниципального органа»,«Аудит и контроллинг кадрового состава государственного и муниципального органа»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2023,7,[],0.3525474203190508,0.4444973882664823,0.4724332936290808
РПД_000106552.docx,"Б1.В.ДВ.06.01 «Цифровое общество, введение в искусственный интеллект и разговорные боты»","«Цифровое общество, введение в искусственный интеллект и разговорные боты»",«Государственная и муниципальная служба»,бакалавр,очно-заочная,2023,1,[],0.48089229041351034,0.7428571920846848,0.8692198958523019
РПД_000086784.docx,Б1.В.ДВ.05.02 «Стратегическое управление»,«Стратегическое управление»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2022,7,[],0.36102353342235555,0.45386096654159164,0.4004846033287246
РПД_000076785.docx,"Б1.О.06 «Иностранный язык (Entrepreneurship, Interaction Between Authorities and Business in Digital Government)»","«Иностранный язык (Entrepreneurship, Interaction Between Authorities and Business in Digital Government)»",«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,"3, 4, 2, 5, 6, 1",[],0.6219661163712458,0.5931398526737988,0.8262799897819623
РПД_000076364.docx,Б1.В.06 «Финансы и кредит»,«Финансы и кредит»,«Цифровое государство»,бакалавр,очная,2023,5,[],0.5172773016175362,0.5236504232411522,0.5178028727560415
РПД_000085610.docx,ФТД.06 «Правовые основы избирательного процесса»,«Правовые основы избирательного процесса»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2022,2,[],0.3446657611217678,0.32014071920135506,0.0
РПД_000076408.docx,Б1.О.23 «Муниципальное право»,«Муниципальное право»,«Эффективное государственное управление»,бакалавр,очно-заочная,2022,4,[],0.37857577713634954,0.3188451752719148,0.4330555445937632
РПД_000095278.docx,Б1.О.05 «Социология»,«Социология»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2023,2,['Государственное и муниципальное управление'],0.4748929210928051,0.6214175594719019,0.46836024029427636
РПД_000110730.docx,Б1.В.16.ДВ.01.0 «SMM-технологии и управление цифровыми медиа»,«SMM-технологии и управление цифровыми медиа»,«Общественные связи и медиакоммуникации в государственном и муниципальном управлении»,бакалавр,очная,2023,7,[],0.43549375621474745,0.5075395702102429,0.33524267101641414
РПД_000076882.docx,ФТД.ДВ.01.02 «Социальная интеграция и трудовое самоопределение лиц с ограниченными возможностями здоровья»,«Социальная интеграция и трудовое самоопределение лиц с ограниченными возможностями здоровья»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,1,[],0.5172773016175362,0.6444817071339878,0.49093929863804076
РПД_000077311.docx,К.М.10.ДВ.03.01 «Оценка эффективности государственного и муниципального управления»,«Оценка эффективности государственного и муниципального управления»,«Государственное управление устойчивым развитием»,бакалавр,очная,2023,5,[],0.37855313218781567,0.4359304009442243,0.30731943257022043
РПД_000110497.docx,Б1.О.01.03 «История государственного управления»,«История государственного управления»,«Политика и право (российско-испанская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,2,[],0.5078004809560508,0.5533123734243589,0.7736978158573324
РПД_000106244.docx,Б1.В.ДВ.01.01 «Конституционное право зарубежных стран»,«Конституционное право зарубежных стран»,«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2023,6,[],0.33310201707155723,0.4042164423438111,0.5895235809872069
РПД_000077275.docx,К.М.04.04 «Противодействие коррупции»,«Противодействие коррупции»,«Государственное управление устойчивым развитием»,бакалавр,очная,2023,3,[],0.2619862341381817,0.3348223865065598,0.5385644944715313
РПД_000088333.docx,Б1.В.21.02 «Служебное право»,«Служебное право»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2022,6,[],0.3598155379800166,0.4234069919590463,0.5637334047859976
РПД_000085799.docx,Б1.О.14 «Система государственного и муниципального управления»,«Система государственного и муниципального управления»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2023,2,[],0.40064159377142833,0.3818418162254558,0.6143924817268158
РПД_000077294.docx,К.М.09.ДВ.01.01 «Основы математического моделирования социально-экономических процессов»,«Основы математического моделирования социально-экономических процессов»,«Государственное управление устойчивым развитием»,бакалавр,очная,2023,6,[],0.415924939551422,0.5359031792897235,0.2918603434255755
РПД_000057567.docx,К.М.11.ДВ.01.01 «Управление рисками чрезвычайных ситуаций»,«Управление рисками чрезвычайных ситуаций»,«Государственное управление устойчивым развитием»,бакалавр,очная,2022,7,[],0.41867277971902883,0.4491865219135375,0.5402338531781973
РПД_000106110.docx,Б1.В.ДВ.06.02 «Организация инвестиционной деятельности»,«Организация инвестиционной деятельности»,«Внутренняя политика и лидерство»,бакалавр,очная,2023,7,"['Политическая профессиология', 'Управление, ориентированное на результат', 'Социальный психоанализ']",0.2984609386445807,0.5003581257827644,0.5061149323567825
РПД_000086513.docx,Б1.О.19 «Этика государственной и муниципальной службы»,«Этика государственной и муниципальной службы»,«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2023,7,[],0.46745000117578905,0.4338358045710723,0.6813474700041655
РПД_000110523.docx,Б1.О.20 «Деловые коммуникации»,«Деловые коммуникации»,«Политика и право (российско-испанская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,3,[],0.5281840835124215,0.49325821918070856,0.6266093089139251
РПД_000106654.docx,Б1.В.18.ДВ.03.0 «Механизмы реализации государственной кадровой политики»,«Механизмы реализации государственной кадровой политики»,«Государственная и муниципальная служба»,бакалавр,очная,2023,7,[],0.37518752518181964,0.4742838236953794,0.3071805721307323
РПД_000085976.docx,Б1.В.ДВ.08.01 «Государственное управление природопользованием»,«Государственное управление природопользованием»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2023,4,[],0.39448979831646047,0.4145950460455584,0.6074813754882673
РПД_000087686.docx,Б1.О.14 «Система государственного и муниципального управления»,«Система государственного и муниципального управления»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2022,"3, 2",[],0.40064159377142833,0.5314565088509555,0.6274178518987811
РПД_000108354.docx,Б1.В.20.01 «Управление проектами и программами (Project management)»,«Управление проектами и программами (Project management)»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2023,6,[],0.26413728942603454,0.4575744847996805,0.33852273027474544
РПД_000076362.docx,ФТД.03 «Организация добровольческой (волонтерской) деятельности и взаимодействие с социально ориентированными НКО»,«Организация добровольческой (волонтерской) деятельности и взаимодействие с социально ориентированными НКО»,«Цифровое государство»,бакалавр,очная,2023,1,[],0.41363329541341676,0.5352823565267688,0.536820109926382
РПД_000107117.docx,Б1.О.04 «Политология»,«Политология»,«Общественные связи и медиакоммуникации в государственном и муниципальном управлении»,бакалавр,очная,2023,6,"['Государственная гражданская и муниципальная служба в Российской Федерации', 'Документационное обеспечение и делопроизводство в государственном и муниципальном управлении']",0.331934749942067,0.44372099621524286,0.6176022695473387
РПД_000057217.docx,Б1.В.02 «Конституционное право»,«Конституционное право»,«Государственное управление устойчивым развитием»,бакалавр,очная,2022,4,[],0.2619862341381817,0.36134414925457303,0.59700220044095
РПД_000087127.docx,Б1.В.05 «Налоги и налогообложение (Organisational Behaviour)»,«Налоги и налогообложение (Organisational Behaviour)»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2023,5,"['Микроэкономика', 'Макроэкономика', 'Финансы и кредит']",0.3246618051643216,0.4059726753451122,0.6086926233064718
РПД_000087210.docx,Б1.В.20.02 «Управление проектами и бизнес  процессами (Project Management)»,«Управление проектами и бизнес  процессами (Project Management)»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2023,5,[],0.25518830275578736,0.5265780125982787,0.3831338400066484
РПД_000076938.docx,Б1.В.19.02 «Статистика»,«Статистика»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,4,[],0.5172773016175362,0.7366461913620177,0.5570485960923335
РПД_000095654.docx,Б1.В.02 «Управление проектами»,«Управление проектами»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2023,8,[],0.380211698878375,0.4575744847996805,0.33311435598802525
РПД_000076780.docx,Б1.О.14 «Система государственного и муниципального управления»,«Система государственного и муниципального управления»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,"3, 2","['Микроэкономика', 'Самоменеджмент']",0.40064159377142833,0.588389963589281,0.6287243257353157
РПД_000077009.docx,К.М.01.03 «Элективные дисциплины (модули) по физической культуре и спорту»,«Элективные дисциплины (модули) по физической культуре и спорту»,«Эффективное государственное управление»,бакалавр,очно-заочная,2022,"3, 4, 2, 5, 6, 1",[],0.3099274436370235,0.5287069573733778,0.48281658177500997
РПД_000110520.docx,Б1.О.17 «Государственная гражданская и муниципальная служба в Российской Федерации»,«Государственная гражданская и муниципальная служба в Российской Федерации»,«Политика и право (российско-испанская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,4,[],0.3937896442994829,0.4485159883836228,0.533260400143704
РПД_000080020.docx,Б1.В.03 «Второй иностранный язык»,«Второй иностранный язык»,«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2022,"3, 4, 2, 5, 6, 1, 7, 8",[],0.3446657611217678,0.870961709234596,0.6201757027334003
РПД_000094107.docx,К.М.01.02 «Физическая культура и спорт»,«Физическая культура и спорт»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2022,"1, 2",[],0.3099274436370235,0.6437724397020991,0.3459497253111778
РПД_000089569.docx,ФТД.ДВ.01.03 «Среда обучения для лиц с ограниченными возможностями здоровья»,«Среда обучения для лиц с ограниченными возможностями здоровья»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2023,1,[],0.29284157615146406,0.42272667335656877,0.35727781287670596
РПД_000106479.docx,Б1.О.01.03 «История государственного управления»,«История государственного управления»,«Управление экосистемами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,2,[],0.5532271144795848,0.6154403745599906,0.7736978158573324
РПД_000076574.docx,Б1.О.13 «Теория управления»,«Теория управления»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2022,1,[],0.5743689635977796,0.6049549882748375,0.5202234172971738
РПД_000088057.docx,Б1.О.23 «Муниципальное право»,«Муниципальное право»,«Цифровое государство»,бакалавр,очная,2022,4,['Конституционное право'],0.37857577713634954,0.32439153271371685,0.4371005454404744
РПД_000096093.docx,Б1.В.17.03 «Анализ хозяйственной деятельности»,«Анализ хозяйственной деятельности»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2023,3,"['Логика', 'Теория систем и системный анализ']",0.5279242298016629,0.6507622372379583,0.5385617073946197
РПД_000106514.docx,Б1.О.09 «Информационные технологии в управлении»,«Информационные технологии в управлении»,«Управление экосистемами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,"1, 2",[],0.5250308948696626,0.6071180269167236,0.6799828770128312
РПД_000096785.docx,Б1.О.20 «Деловые коммуникации»,«Деловые коммуникации»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2022,4,[],0.4692177221040419,0.6244724008587897,0.5198745284399502
РПД_000079533.docx,Б1.О.02 «Философия»,«Философия»,«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2022,2,[],0.4764126596598359,0.6506674971801942,0.5987383174720128
РПД_000095633.docx,Б1.В.20 «Регионы России»,«Регионы России»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2023,"5, 6, 7",[],0.57235798756658,0.49688284741056804,0.22080278931075992
РПД_000106535.docx,Б1.В.ДВ.04.02 «Основы государственно-религиозных отношений»,«Основы государственно-религиозных отношений»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2023,5,[],0.4230911382449184,0.35226033413915,0.7023738042542558
РПД_000077276.docx,К.М.05.01 «Иностранный язык (английский)»,«Иностранный язык (английский)»,«Государственное управление устойчивым развитием»,бакалавр,очная,2023,"3, 4, 1, 2",[],0.42021639981147113,0.5174700580207502,0.5103343672159888
РПД_000094201.docx,ФТД.08 «Основы управления здоровьем»,«Основы управления здоровьем»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2022,1,[],0.3099274436370235,0.5379984684882728,0.389892865674537
РПД_000107124.docx,Б1.О.11 «Финансовое планирование и бюджетирование в организации»,«Финансовое планирование и бюджетирование в организации»,«Общественные связи и медиакоммуникации в государственном и муниципальном управлении»,бакалавр,очная,2023,5,"['Русский язык и культура речи', 'Психология', 'Теория управления']",0.45127121687429095,0.5679552321268151,0.5747861376790214
РПД_000087773.docx,Б1.О.04 «Политология»,«Политология»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2022,6,[],0.3937896442994829,0.43248979976931967,0.6176022695473387
РПД_000107508.docx,Б1.В.09.ДВ.12.0 «Политика в области благосостояния и труда»,«Политика в области благосостояния и труда»,«Управление экосистемами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,5,[],0.24672707642229424,0.3712127127680381,0.2382336437783808
РПД_000093725.docx,Б1.В.14.ДВ.02.0 «Экологическое право»,«Экологическое право»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2022,8,['Региональная экономика'],0.5271684600053878,0.6165384951496035,0.6305811254212318
РПД_000106556.docx,Б1.О.21 «Документационное обеспечение и делопроизводство в государственном и муниципальном управлении»,«Документационное обеспечение и делопроизводство в государственном и муниципальном управлении»,«Управление экосистемами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,3,[],0.5112268075192279,0.49391553729960735,0.692979337481892
РПД_000087570.docx,Б1.О.20 «Деловые коммуникации»,«Деловые коммуникации»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2022,2,[],0.5281840835124215,0.6895441222045011,0.6266093089139251
РПД_000085894.docx,ФТД.03 «Академическое письмо и критическое мышление»,«Академическое письмо и критическое мышление»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2023,2,[],0.35115620516452106,0.39069828052351296,0.6305470878802566
РПД_000106329.docx,ФТД.09 «Французский язык: подготовка к международному экзамену DELF»,«Французский язык: подготовка к международному экзамену DELF»,«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2022,5,[],0.3390406027654722,0.0,0.5276495216765965
РПД_000086365.docx,Б1.В.17.ДВ.02.0 «Государственно-частное партнерство»,«Государственно-частное партнерство»,«Эффективное государственное управление»,бакалавр,очно-заочная,2023,6,[],0.2414332506697524,0.34740271527090505,0.4742014933933666
РПД_000106526.docx,Б1.В.ДВ.04.01 «Национальные и федеративные отношения»,«Национальные и федеративные отношения»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2023,5,[],0.4230911382449184,0.35226033413915,0.608017765476929
РПД_000082453.docx,Б1.О.24 «Административное право»,«Административное право»,«Политика и право (российско-французская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,4,[],0.34480143397359914,0.5077555794061224,0.6935153696031012
